global_index,position_in_fov_y_pix,position_in_fov_x_pix,detection_radius,has_matched_histology_cell,fov_center_x,fov_center_y,fov_center_z,batch,antibodies,imaging_date,data_path,slide_replicate
313507,720,1550,20.48,False,-37359.42495,40043.8145,41027.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
314323,1412,799,20.48,False,-36412.21185,45452.37645,41045.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
314514,565,1352,20.48,False,-37083.22671,33284.89812,40994.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
314719,1581,382,20.48,False,-37183.51445,25582.78316,40937.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
314733,1489,1119,20.48,False,-37165.85616,25902.97996,40952.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
315032,1223,1094,12.8,False,-36030.06389,40614.64087,41027.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
315171,1379,1131,20.48,False,-36365.57132,34530.9017,40994.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
315599,566,1406,20.48,False,-34676.71022,53387.72918,41048.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
315979,755,837,20.48,False,-35612.59937,36417.29888,41006.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
316656,1714,1472,20.48,False,-34506.46169,44707.63202,41036.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
317036,476,1492,20.48,False,-35460.00913,27417.00492,40955.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
317446,863,405,20.48,False,-33753.48973,46594.0292,41042.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
317519,1036,922,20.48,False,-33930.07259,43392.06121,41036.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
318490,1668,751,20.48,False,-33901.09035,32150.38966,40982.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
318535,1027,373,20.48,False,-34024.69835,29909.01208,40955.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
318604,1019,1180,20.48,False,-34236.59778,26066.6505,40937.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
318982,1010,1828,20.48,False,-32618.36982,43642.69079,41036.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
319209,1027,754,20.48,False,-33254.06811,32115.60605,40982.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
319488,1032,1279,20.48,False,-31476.91557,52573.41752,41039.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
320253,1049,1371,20.48,False,-31594.8616,44551.10576,41033.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
320438,1135,426,20.48,False,-31253.69219,44853.91075,41033.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
320798,1376,1270,20.48,False,-32207.23963,27563.28365,40937.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
320824,1662,1442,20.48,False,-32260.21448,26602.69326,40937.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
321010,1647,1596,12.8,False,-31265.6885,38752.77978,41006.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
321565,1160,1755,20.48,False,-31383.63453,30730.46802,40952.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
321580,854,530,20.48,False,-31418.9511,30090.07442,40952.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
322496,1227,732,20.48,False,-29030.09289,49872.70869,41033.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
322630,243,1408,20.48,False,-29365.60032,43788.96952,41024.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
322659,560,407,20.48,False,-29436.23346,42508.18233,41024.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
323062,1563,1043,20.48,False,-30048.61149,25520.36022,40925.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
323884,331,1161,20.48,False,-28018.58098,44679.99269,41030.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
323915,576,610,20.48,False,-28106.87241,43079.0087,41021.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
324623,730,1643,20.48,False,-27865.99074,35679.69873,40979.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
324724,1372,1149,20.48,False,-28201.49817,29595.95956,40949.22266,0,HLA-DR,8/10/18,antibodies_HLA-DR/batch_0/slide_replicate_0,0
325511,1716,1137,20.48,False,-44902.17937,53463.69573,40816.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
325524,1702,1319,20.48,False,-44919.83766,53143.49894,40816.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
326514,817,681,20.48,False,-44788.98231,42538.64293,40780.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
327096,662,342,20.48,False,-43457.36353,53707.16921,40816.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
327888,557,1466,20.48,False,-42567.20189,56870.77553,40834.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
327908,1324,1391,20.48,False,-42620.17675,55910.18514,40828.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
328392,293,1006,20.48,False,-43414.79961,41501.32922,40777.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
328579,1379,1694,20.48,False,-43785.62362,34777.19646,40762.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
329542,563,1618,12.8,False,-42860.14541,38581.19637,40774.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
330032,1701,1459,20.48,False,-41140.04434,56794.05221,40834.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
330642,961,1188,20.48,False,-42270.17463,36301.45713,40774.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
331288,947,853,20.48,False,-40567.73184,54194.11616,40837.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
332413,1160,1460,20.48,False,-39659.91192,57677.91928,40840.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
333536,1273,843,20.48,False,-39974.13739,45491.26012,40810.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
335267,1336,1638,20.48,False,-38850.79437,46394.30802,40810.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
335350,985,955,20.48,False,-39062.6938,42551.94645,40801.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
335478,880,1144,12.8,False,-39345.22637,37428.79767,40780.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
335864,1340,855,20.48,False,-39217.9947,33247.05847,40771.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
336617,1404,1040,20.48,False,-37942.97445,49878.11114,40831.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
337047,489,1559,20.48,False,-38684.62245,36429.84562,40780.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
338196,1668,1201,12.8,False,-37247.05395,49519.55268,40831.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
338733,1688,1676,12.8,False,-38235.91796,31588.53199,40768.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
338824,1017,1163,20.48,False,-38359.52596,29347.1544,40759.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
338890,877,265,20.48,False,-38055.71143,28367.38317,40759.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
339871,1312,458,20.48,False,-36745.37461,45638.82944,40822.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
342843,941,1486,20.48,False,-35441.82505,43320.72854,40810.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
342848,1307,1581,12.8,False,-35459.48334,43000.53174,40810.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
342923,1046,1464,20.48,False,-35600.74962,40438.95735,40798.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
343615,346,1311,20.48,False,-35120.35223,42661.15411,40810.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
343821,1111,721,12.8,False,-34004.25655,56410.4356,40843.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
343865,497,1722,20.48,False,-34057.23141,55449.8452,40843.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
344938,1365,1716,20.48,False,-35024.81346,31415.90451,40768.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
345068,742,962,20.48,False,-34706.96431,37179.44688,40786.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
346381,1666,508,12.8,False,-34470.15925,28495.77167,40759.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
348109,884,1621,20.48,False,-32785.37475,46068.23391,40819.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
349204,1721,919,20.48,False,-33346.81623,29398.81957,40768.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
349535,1510,545,20.48,False,-32460.27826,38985.54268,40795.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
349773,1439,1254,12.8,False,-31132.28315,56577.18575,40843.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
350627,980,1149,20.48,False,-32562.60431,30641.2451,40768.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
351003,838,993,20.48,False,-31640.74977,40868.36181,40801.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
351092,1442,1358,20.48,False,-31481.8252,43750.133,40807.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
351201,1503,867,20.48,False,-31146.31777,49833.87216,40831.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
351236,370,482,12.8,False,-30846.12691,55277.21773,40840.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
351378,1023,1508,20.48,False,-30648.26209,52376.26572,40837.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
351581,667,820,12.8,False,-31001.42781,45972.32975,40816.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
352839,1334,318,20.48,False,-30199.5576,47534.95208,40825.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
353125,1270,405,20.48,False,-30729.30617,37929.04814,40792.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
353187,1783,524,20.48,False,-30888.23075,35047.27695,40783.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
354636,1521,1259,20.48,False,-28776.02372,53881.34556,40837.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
354873,895,1648,20.48,False,-28648.79204,49699.60635,40825.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
355006,1271,327,20.48,False,-28860.69147,45857.24477,40816.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
355147,1780,1479,12.8,False,-29090.24919,41694.68639,40798.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
355245,645,880,20.48,False,-29302.14862,37852.32482,40792.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
355360,516,760,20.48,False,-29461.07319,34970.55363,40783.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
355381,441,508,20.48,False,-29514.04805,34009.96324,40783.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
355949,795,1465,20.48,False,-27740.97212,53183.40947,40825.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
356968,1748,679,20.48,False,-27684.37359,47720.88307,40810.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
357370,1783,518,20.48,False,-28069.23221,34253.43671,40780.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
357405,1419,1355,20.48,False,-28139.86535,32972.64952,40774.80859,1,unstained,8/27/18,antibodies_unstained/batch_1/slide_replicate_0,0
357815,801,1407,20.48,False,-43357.26462,58191.01968,-144.0952759,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
358335,1262,968,12.8,False,-42745.55895,57515.84247,-137.4377441,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
358648,635,341,20.48,False,-43146.03755,44370.38194,-186.9683228,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
359187,1767,551,20.48,False,-42522.33557,49796.3357,-156.9421997,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
359765,1619,1112,20.48,False,-41592.78075,54884.70086,-131.8375549,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
359943,477,927,20.48,False,-42051.89619,46559.58411,-165.0046082,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
361192,1582,1506,20.48,False,-40440.00256,52253.55925,-125.8466721,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
361374,537,678,20.48,False,-40952.09284,42967.8521,-177.4469604,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
361417,1094,379,12.8,False,-41111.01742,40086.08092,-195.081955,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
362851,962,1253,20.48,False,-39834.63122,39696.31689,-183.9404144,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
363506,706,470,20.48,False,-38975.70954,43503.89486,-152.5671844,0,CD3,8/4/18,antibodies_CD3/batch_0/slide_replicate_0,0
364638,1855,698,20.48,False,-43665.39358,44757.57049,40814.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
365994,1453,489,20.48,True,-42006.85943,39530.07089,40835.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
367360,1314,1188,20.48,True,-40848.41925,31117.9951,40835.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
367374,761,1297,20.48,True,-40901.39411,30157.40471,40835.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
367476,1800,389,32.768,True,-41019.34013,22135.09295,40706.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
368643,691,253,20.48,False,-38918.67648,42575.51261,40892.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
368796,1335,613,20.48,True,-39466.08334,32649.41187,40871.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
369169,630,190,12.8,True,-39107.25564,33272.41366,40871.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
369400,823,349,20.48,False,-38218.67938,43501.31939,40892.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
369991,1139,978,20.48,False,-37342.09942,47629.09416,40862.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
370301,958,1458,20.48,True,-38366.28,29057.67986,40862.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
370857,1627,762,12.8,True,-37224.82575,37988.4066,40898.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
370980,1464,1056,20.48,True,-37613.30804,30944.07704,40862.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
371339,1040,1675,20.48,False,-37060.2392,35089.24361,40895.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
371495,591,1389,20.48,False,-36330.58751,42436.37816,40886.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
371618,1239,652,20.48,True,-36860.33608,32830.47421,40880.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
371805,830,1559,12.8,True,-37513.69266,20983.19268,40724.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
371809,1320,59,20.48,False,-37531.35094,20662.99588,40724.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
373484,638,1065,20.48,False,-35466.67621,22800.02263,40766.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
373621,1072,1154,20.48,False,-34754.6828,29826.96039,40826.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
374302,482,1157,20.48,False,-32777.62715,48026.00246,40844.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
374742,940,657,20.48,True,-32819.27805,35503.54372,40877.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
375217,927,456,20.48,False,-32772.63753,24582.06897,40766.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
376059,1461,319,20.48,True,-31407.9599,25793.28894,40757.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
377417,405,813,20.48,False,-27672.08235,46466.94637,40793.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
378267,1243,786,12.8,True,-27549.14671,31045.32464,40754.125,1,unstained,9/20/18,antibodies_unstained/batch_1/slide_replicate_1,1
378407,873,1086,20.48,False,-44925.63381,45403.0515,40973.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
378677,1205,1003,20.48,False,-44366.90299,43767.2839,40964.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
378806,1365,1830,20.48,False,-44826.01842,35442.16714,40910.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
379266,1498,1322,20.48,False,-43967.09675,39249.74511,40940.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
379368,989,795,20.48,False,-44320.26247,32845.80915,40901.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
380112,357,816,20.48,False,-43026.21798,32776.24192,40907.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
380169,1841,842,20.48,False,-43202.80084,29574.27394,40880.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
380187,1339,1763,20.48,False,-43291.09227,27973.28995,40868.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
380473,776,729,20.48,False,-42202.61288,35943.42629,40934.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
380488,895,428,20.48,False,-42361.53745,33061.65511,40907.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
380522,207,1005,20.48,False,-42467.48717,31140.47432,40895.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
380698,1544,664,20.48,False,-40760.96778,50317.49859,41009.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
381477,935,679,20.48,False,-41261.73411,29469.9231,40895.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
381739,958,793,12.8,False,-39890.72215,42563.20821,40970.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
382172,1163,1445,12.8,False,-38996.48391,47011.17977,40997.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
382221,1170,437,20.48,False,-39190.72505,43489.01499,40979.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
382238,629,804,20.48,False,-39243.69991,42528.4246,40979.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
383088,409,850,20.48,False,-37455.22342,51424.36772,41015.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
383103,765,523,20.48,False,-37508.19828,50463.77733,41012.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
383822,921,414,20.48,False,-37284.97489,42744.27056,40979.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
383853,1883,1368,20.48,False,-37373.26632,41143.28657,40970.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
384082,1817,1357,20.48,False,-38326.81376,23852.65947,40853.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
384764,1448,571,20.48,False,-36455.70782,40130.52075,40958.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
385630,1119,977,20.48,False,-35873.65674,33034.01578,40913.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
386095,1297,1743,20.48,False,-34944.10193,38122.38093,40946.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
386492,882,1558,20.48,False,-34173.47168,40328.97491,40961.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
386900,1508,451,20.48,False,-33655.71942,43833.74788,40970.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
386971,643,1259,20.48,False,-32996.70086,49900.09524,41003.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
387232,575,1144,20.48,False,-34020.88144,31328.68095,40898.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
387622,1201,470,20.48,False,-33373.8592,31293.89733,40898.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
387631,1081,1286,20.48,False,-33462.15063,29692.91334,40880.4375,0,CD16,8/16/18,antibodies_CD16/batch_0/slide_replicate_0,0
388675,400,853,20.48,False,-42774.12579,38398.6282,40808.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
388880,871,1621,20.48,False,-43392.16579,27191.74026,40763.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
389706,1731,507,20.48,False,-41944.85871,35784.87839,40799.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
391033,1116,1038,20.48,False,-41504.07392,26126.79903,40763.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
391736,1560,1095,20.48,False,-40203.6951,37939.29695,40808.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
392630,950,807,20.48,False,-39786.23057,33741.95496,40802.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
392769,1050,1940,20.48,False,-40121.73801,27658.2158,40775.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
392920,1003,1464,12.8,False,-40474.90372,21254.27983,40739.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
393363,520,1317,20.48,False,-39180.18688,38847.71193,40814.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
393407,1782,1480,20.48,False,-39003.60402,42049.67991,40823.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
393513,480,532,20.48,False,-38538.82661,44593.86249,40826.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
393779,1229,1902,20.48,False,-39156.86662,33386.97455,40796.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
393813,1113,826,20.48,False,-39227.49976,32106.18736,40796.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
393935,1740,744,20.48,False,-39580.66548,25702.25139,40763.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
394195,597,807,20.48,False,-39733.92807,17039.54604,40712.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
394523,938,450,20.48,False,-38409.55664,41054.3059,40814.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
394728,1609,865,20.48,False,-38686.42723,30150.22296,40784.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
395049,1507,298,20.48,False,-39122.2224,16364.36883,40712.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
395653,919,1172,20.48,False,-38163.01299,27874.06176,40778.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
396835,322,640,20.48,False,-37657.25704,25277.70376,40751.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
397293,1007,398,12.8,False,-37174.82134,28142.08313,40778.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
397341,829,1864,12.8,False,-37033.55506,30703.65752,40787.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
397868,1061,1301,20.48,False,-36657.06908,31646.85611,40787.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
398030,448,1138,20.48,False,-37010.23479,25242.92014,40769.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
399527,1054,1780,20.48,False,-36481.15858,17185.82477,40712.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
400472,1123,393,12.8,False,-36228.2806,15887.64577,40700.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
400554,919,1511,20.48,False,-35763.50319,18431.82835,40727.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
400715,305,1172,20.48,False,-34951.22204,33160.88107,40796.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
400963,749,503,20.48,False,-34186.25377,41148.40921,40823.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
401074,840,374,20.48,False,-34451.12806,36345.45724,40811.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
402047,525,1248,20.48,False,-33362.64867,44315.59358,40829.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
402182,861,380,20.48,False,-33786.44753,36630.87043,40811.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
402247,1141,1947,20.48,False,-33980.68868,33108.70565,40796.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
404112,1342,1345,12.8,False,-33169.07989,30174.75904,40784.20313,1,CD14,9/10/18,antibodies_CD14/batch_1/slide_replicate_0,0
